Name,Code,Type,DrainageArea,SubBasin,City,State,Responsible,Latitude,Longitude,StartDate,EndDate,NYD,MD,N_YWOMD,YWMD
PCH MELISSA - MONTANTE,64796950,1,433,64,CORBÉLIA,PARANÁ,COPEL,-24.5425,-53.2072,2010/01/01,2010/12/31,1,0.0,1,0.0
NOVO PORTO 2,64799500,1,12100,64,NOVA AURORA,PARANÁ,ANA,-24.3781,-53.1619,1978/01/25,2014/12/31,37,0.0,35,5.4
PORTO 2,64800000,1,13100,64,QUARTO CENTENÁRIO,PARANÁ,ANA,-24.3331,-53.1831,1962/03/23,1979/02/22,18,13.8,13,27.8
BALSA DO GOIO - ERE,64810000,1,2040,64,MARILUZ,PARANÁ,ANA,-23.9167,-53.1331,1963/05/18,2014/12/31,52,1.1,50,3.8
FAZENDA UBERABA,64815000,1,2960,64,MARILUZ,PARANÁ,ANA,-24.1331,-53.3167,1978/08/17,2014/12/31,37,0.0,36,2.7
PORTO FORMOSA,64820000,1,17400,64,ALTO PIQUIRI,PARANÁ,ANA,-24.2,-53.3331,1966/05/17,2014/12/31,49,0.0,48,2.0
PORTO FORMOSA,64820001,1,17400,64,FORMOSA DO OESTE,PARANÁ,COPEL,-24.2,-53.3333,2003/03/01,2009/06/30,7,0.0,5,28.6
ETA - ASSIS CHATEAUBRIAND,64824800,1,231,64,ASSIS CHATEAUBRIAND,PARANÁ,ANA,-24.4161,-53.4928,2002/08/15,2009/05/31,8,1.2,5,37.5
BALSA SANTA MARIA,64830000,1,20900,64,IPORÃ,PARANÁ,ANA,-24.1881,-53.7461,1969/09/15,2014/12/31,46,0.0,45,2.2
IPORÃ,64833000,1,1070,64,IPORÃ,PARANÁ,ANA,-23.9714,-53.7525,1994/04/13,2001/07/31,8,22.5,3,62.5
GUAÍRA PORTO,64843000,1,804000,64,GUAÍRA,PARANÁ,ANA,-24.0694,-54.2489,1920/06/25,2014/12/31,95,0.4,93,2.1
SALTO DEL GUAIRA,64846000,1,1480,64,PARAGUAI,PARAGUAI,PARAGUAI,-24.0683,-54.3603,1977/03/28,1979/06/30,3,4.6,0,100.0
FAZENDA IRMÃOS FERNANDES,64854000,1,1130,64,MERCEDES,PARANÁ,AGUASPARANÁ,-24.3831,-54.1831,1977/05/01,1980/09/30,4,11.3,0,100.0
PORTO MENDES GONÇALVES,64860000,1,811000,64,MARECHAL CÂNDIDO RO,PARANÁ,ANA,-24.5,-54.3331,1981/03/10,1982/10/13,2,0.2,0,100.0
SOL NASCENTE,64863040,1,46.9,64,TOLEDO,PARANÁ,AGUASPARANÁ,-24.7514,-53.6642,2004/06/08,2006/08/31,3,0.0,1,66.7
CAPTAÇÃO SANEPAR,64863360,1,60.7,64,TOLEDO,PARANÁ,AGUASPARANÁ,-24.7381,-53.6892,2004/06/08,2008/10/31,5,0.0,3,40.0
PEDREIRA,64863520,1,92.7,64,TOLEDO,PARANÁ,AGUASPARANÁ,-24.7547,-53.7742,2004/03/03,2008/11/30,5,1.8,3,40.0
NOVA CONCÓRDIA,64864000,1,571,64,TOLEDO,PARANÁ,AGUASPARANÁ,-24.7358,-53.8453,1963/07/01,1965/07/21,3,0.0,1,66.7
PATO BRAGADO,64870000,1,2200,64,ENTRE RIOS DO OESTE,PARANÁ,AGUASPARANÁ,-24.6667,-54.3,1963/06/09,1976/05/10,14,0.7,9,35.7
PONTE RIO SÃO FRANCISCO,64870500,1,2200,64,ENTRE RIOS DO OESTE,PARANÁ,AGUASPARANÁ,-24.6667,-54.3,1978/05/10,1980/04/22,3,6.0,0,100.0
SÃO FRANCISCO VERDADEIRO,64875500,1,1406,64,SÃO JOSÉ DAS PALMEI,PARANÁ,ITAIPU,-24.75,-54.095,1989/04/05,2007/10/07,19,21.8,11,42.1
ETA - VERA CRUZ DO OESTE,64884000,1,3.09,64,VERA CRUZ DO OESTE,PARANÁ,AGUASPARANÁ,-25.0758,-53.8931,2002/06/09,2004/10/31,3,0.0,1,66.7
SALTO WEBER SANTA HELENA,64890000,1,1620,64,SANTA HELENA,PARANÁ,AGUASPARANÁ,-24.8469,-54.3147,1965/01/01,1975/08/31,11,1.8,9,18.2
LINHA DOIS VIZINHOS,64892000,1,1610,64,SANTA HELENA,PARANÁ,AGUASPARANÁ,-24.8331,-54.2831,1977/03/25,1981/04/26,5,0.4,2,60.0
UHE ITAIPU SÃO FRANCISCO FALSO,64892500,1,568,64,DIAMANTE D'OESTE,PARANÁ,ITAIPU,-24.96,-54.175,1989/04/04,2009/08/31,21,0.0,19,9.5
PONTE DO LIMOY,64894000,1,1090,64,SANTA HELENA,PARANÁ,ITAIPU,-24.8831,-54.45,1978/04/04,1979/05/31,2,0.0,0,100.0
ETA - MISSAL,64894950,1,77.3,64,MISSAL,PARANÁ,ANA,-25.0831,-54.2167,2002/06/09,2003/12/11,2,27.4,0,100.0
SÃO VICENTE GRANDE,64895000,1,402,64,SANTA HELENA,PARANÁ,AGUASPARANÁ,-25.0331,-54.4331,1978/05/04,1980/04/21,3,2.6,0,100.0
ETA - MEDIANEIRA,64897500,1,17.5,64,MEDIANEIRA,PARANÁ,ANA,-25.2908,-54.0797,2001/06/18,2012/11/30,12,0.7,9,25.0
USINA OCOI,64898000,1,920,64,ITAIPULÂNDIA,PARANÁ,AGUASPARANÁ,-25.2167,-54.4667,1956/03/04,1966/05/10,11,54.1,1,90.9
PONTE DO OCOI,64898050,1,917,64,FOZ DO IGUAÇU,PARANÁ,AGUASPARANÁ,-25.2331,-54.4667,1978/04/21,1980/04/20,3,0.0,1,66.7
PONTE DO PASSO CUÊ,64899000,1,280,64,SÃO MIGUEL DO IGUAÇ,PARANÁ,AGUASPARANÁ,-25.3331,-54.4831,1978/04/22,1979/07/31,2,0.0,0,100.0
PONTE DO PIRAPYTA,64900000,1,182,64,GUAÍRA,PARANÁ,ITAIPU,-25.2831,-54.5667,1978/04/19,1979/08/27,2,0.0,0,100.0
ITAIPU R-2,64903000,1,823000,64,FOZ DO IGUAÇU,PARANÁ,ITAIPU,-25.4,-54.6,2000/01/01,2012/12/31,13,0.0,13,0.0
FOZ DO IGUAÇU,64926000,1,23.8,64,FOZ DO IGUAÇU,PARANÁ,AGUASPARANÁ,-25.4569,-54.5669,1973/01/17,1976/03/31,4,13.0,0,100.0
COLÔNIA SANTA MARIA II,65001980,1,6.3,65,PIRAQUARA,PARANÁ,AGUASPARANÁ,-25.4667,-49.0667,1976/07/20,1978/02/21,3,0.2,0,100.0
COLÔNIA SANTA MARIA I,65002002,1,51.1,65,PIRAQUARA,PARANÁ,AGUASPARANÁ,-25.4831,-49.0667,1976/07/22,1978/02/10,3,0.0,1,66.7
OLARIA DO ESTADO,65003950,1,165,65,PIRAQUARA,PARANÁ,AGUASPARANÁ,-25.4408,-49.1183,1984/04/17,2010/12/31,27,20.7,13,51.9
PONTE PR-415,65004995,1,102,65,PIRAQUARA,PARANÁ,ANA,-25.4506,-49.1211,1984/03/24,2014/12/31,31,14.3,23,25.8
FOZ DO PIRAQUARA,65005000,1,165,65,PIRAQUARA,PARANÁ,AGUASPARANÁ,-25.4481,-49.1217,1977/02/18,1980/11/30,4,9.6,1,75.0
VARGEM GRANDE,65006055,1,89.2,65,PINHAIS,PARANÁ,AGUASPARANÁ,-25.4433,-49.1675,1984/03/20,2010/12/31,27,5.5,20,25.9
PINHAIS,65006075,1,385,65,PINHAIS,PARANÁ,AGUASPARANÁ,-25.4539,-49.1714,1984/03/23,2010/12/31,27,3.0,21,22.2
TERMINAL AFONSO CAMARGO,65007045,1,111,65,PINHAIS,PARANÁ,AGUASPARANÁ,-25.4425,-49.1997,1984/03/23,1999/03/31,16,0.9,12,25.0
AUTODROMO,65007046,1,114,65,PINHAIS,PARANÁ,AGUASPARANÁ,-25.4467,-49.1978,1999/08/12,2010/12/31,12,27.4,5,58.3
PONTE BR-277,65009000,1,564,65,SÃO JOSÉ DOS PINHAI,PARANÁ,AGUASPARANÁ,-25.4839,-49.1892,1976/12/11,2010/12/31,35,4.3,30,14.3
FAZENDINHA,65010000,1,106,65,SÃO JOSÉ DOS PINHAI,PARANÁ,ANA,-25.5192,-49.1456,1955/01/28,2014/12/31,60,5.1,54,10.0
PRADO VELHO - UCP,65011400,1,43,65,CURITIBA,PARANÁ,ANA,-25.4497,-49.2497,1981/04/01,2014/03/07,34,0.0,32,5.9
RODOLFO BERNADELLI,65011500,1,73.5,65,CURITIBA,PARANÁ,AGUASPARANÁ,-25.4911,-49.2292,1976/12/15,1996/10/23,21,33.5,10,52.4
JUSANTE DO BELÉM,65013000,1,803,65,CURITIBA,PARANÁ,AGUASPARANÁ,-25.5156,-49.2094,1977/12/20,1982/05/04,6,9.9,2,66.7
ETE - SANEPAR,65013005,1,808,65,CURITIBA,PARANÁ,AGUASPARANÁ,-25.5281,-49.2189,1984/05/16,2010/12/31,27,18.6,17,37.0
MIRINGUAVA,65014950,1,126,65,SÃO JOSÉ DOS PINHAI,PARANÁ,AGUASPARANÁ,-25.5975,-49.1731,1976/07/13,1982/05/06,7,0.0,5,28.6
CAMPINA DO TAQUARAL,65015000,1,246,65,SÃO JOSÉ DOS PINHAI,PARANÁ,AGUASPARANÁ,-25.5958,-49.2011,1963/09/13,1978/01/31,16,5.4,10,37.5
CACHOEIRA,65015400,1,272,65,SÃO JOSÉ DOS PINHAI,PARANÁ,ANA,-25.5892,-49.2281,1976/04/08,2014/12/31,39,5.8,34,12.8
PONTE DO UMBARAZINHO,65017006,1,1160,65,SÃO JOSÉ DOS PINHAI,PARANÁ,AGUASPARANÁ,-25.5986,-49.2608,1976/07/01,2010/12/31,35,16.9,22,37.1
SERRARIA BALDAN,65017035,1,68,65,SÃO JOSÉ DOS PINHAI,PARANÁ,ANA,-25.6461,-49.2608,1976/11/04,2014/12/31,39,25.7,27,30.8
MONTANTE DO RIO MAURÍCIO,65019300,1,1420,65,MANDIRITUBA,PARANÁ,AGUASPARANÁ,-25.6436,-49.3561,1976/10/14,1980/07/31,5,3.5,1,80.0
PONTE DO MAURÍCIO,65019400,1,45.8,65,MANDIRITUBA,PARANÁ,AGUASPARANÁ,-25.7208,-49.3139,1976/04/13,1982/04/19,7,8.3,3,57.1
ALMIRANTE TAMANDARÉ,65019600,1,60.8,65,ALMIRANTE TAMANDARÉ,PARANÁ,AGUASPARANÁ,-25.3125,-49.2953,1998/06/22,2004/03/25,7,1.7,4,42.9
PARQUE TINGUI,65019640,1,107,65,CURITIBA,PARANÁ,AGUASPARANÁ,-25.3883,-49.3047,1998/05/21,2002/04/30,5,58.5,0,100.0
PARQUE BARIGUI P. ROD. CURITIBA - CAMPO LARGO,65019660,1,137,65,CURITIBA,PARANÁ,AGUASPARANÁ,-25.4311,-49.3128,1996/10/15,2002/02/06,7,75.4,0,100.0
RIO BARIGUI - SEMINÁRIO,65019670,1,138,65,CURITIBA,PARANÁ,AGUASPARANÁ,-25.4497,-49.3142,1986/04/01,1990/09/26,5,6.2,0,100.0
PIÁ AMBIENTAL,65019682,1,184,65,CURITIBA,PARANÁ,AGUASPARANÁ,-25.4803,-49.3347,1998/08/03,2002/12/19,5,73.9,0,100.0
PONTE DA CAXIMBA,65019700,1,262,65,ARAUCÁRIA,PARANÁ,AGUASPARANÁ,-25.6156,-49.3575,1974/10/08,2010/12/31,37,3.4,30,18.9
JUSANTE DO RIO BARIGUI,65019800,1,1820,65,ARAUCÁRIA,PARANÁ,AGUASPARANÁ,-25.6411,-49.3703,1976/10/13,1978/04/27,3,13.5,0,100.0
ETE - ARAUCÁRIA,65019980,1,1930,65,ARAUCÁRIA,PARANÁ,AGUASPARANÁ,-25.6339,-49.3736,1999/08/24,2010/12/31,12,0.0,11,8.3
BELA VISTA - ARAUCÁRIA,65020000,1,1940,65,ARAUCÁRIA,PARANÁ,AGUASPARANÁ,-25.5956,-49.4156,1974/01/04,1990/06/30,17,8.6,4,76.5
CARATUVA,65020500,1,142,65,CAMPO LARGO,PARANÁ,AGUASPARANÁ,-25.5017,-49.4992,1963/07/17,1969/03/24,7,4.4,5,28.6
MONTANTE ATERRO SANITÁRIO,65020995,1,20,65,ALMIRANTE TAMANDARÉ,PARANÁ,ANA,-25.3461,-49.3592,1985/01/18,2014/12/31,30,0.0,29,3.3
JUSANTE ATERRO SANITÁRIO,65021000,1,27,65,ALMIRANTE TAMANDARÉ,PARANÁ,ANA,-25.3653,-49.3547,1985/01/18,2014/12/31,30,0.0,29,3.3
PASSAUNA - SANTA FELICIDADE,65021250,1,39,65,ALMIRANTE TAMANDARÉ,PARANÁ,ANA,-25.3867,-49.3603,1985/01/18,2009/11/30,25,0.0,22,12.0
MATO LIMPO,65021750,1,16.8,65,ALMIRANTE TAMANDARÉ,PARANÁ,ANA,-25.3783,-49.3967,1985/01/19,1998/12/31,14,10.2,5,64.3
COLÔNIA DOM PEDRO,65021770,1,25,65,ALMIRANTE TAMANDARÉ,PARANÁ,ANA,-25.4169,-49.3847,1985/01/19,2014/12/31,30,0.0,29,3.3
PONTE BR-277 - CAMPO LARGO,65021800,1,84.4,65,CAMPO LARGO,PARANÁ,AGUASPARANÁ,-25.4269,-49.3881,1985/01/19,2010/12/31,26,20.7,13,50.0
PONTE RODOVIA DO CAFÉ,65022000,1,84.2,65,CAMPO LARGO,PARANÁ,AGUASPARANÁ,-25.4275,-49.3881,1965/12/01,1966/03/31,2,0.0,0,100.0
JUSANTE BARRAGEM PASSÚNA,65022900,1,157,65,ARAUCÁRIA,PARANÁ,AGUASPARANÁ,-25.5267,-49.3919,1993/08/18,1994/10/31,2,0.0,0,100.0
OLARIA PIOLI,65023000,1,157,65,ARAUCÁRIA,PARANÁ,AGUASPARANÁ,-25.5478,-49.4097,1985/01/19,2010/12/31,26,1.7,17,34.6
CAMPINA DAS PEDRAS,65024000,1,180,65,ARAUCÁRIA,PARANÁ,ANA,-25.5744,-49.4297,1971/09/30,2014/12/31,44,10.2,37,15.9
MOINHO KAMPA,65024100,1,30.9,65,ARAUCÁRIA,PARANÁ,ANA,-25.5589,-49.4383,1985/01/19,1992/01/31,8,1.9,4,50.0
GUAJUVIRA,65025000,1,2330,65,ARAUCÁRIA,PARANÁ,ANA,-25.6003,-49.5133,1976/09/28,2014/12/31,39,0.0,38,2.6
FORMIGAS,65026950,1,205,65,ARAUCÁRIA,PARANÁ,AGUASPARANÁ,-25.5378,-49.5444,1999/07/22,2010/12/31,12,0.0,11,8.3
RODEIO,65027000,1,231,65,BALSA NOVA,PARANÁ,ANA,-25.5797,-49.5831,1972/02/01,2014/12/31,43,0.4,41,4.7
VERDE DE BAIXO,65027020,1,171,65,ARAUCÁRIA,PARANÁ,AGUASPARANÁ,-25.5331,-49.5408,1972/08/10,1975/09/18,4,2.7,1,75.0
BALSA NOVA,65028000,1,2740,65,BALSA NOVA,PARANÁ,AGUASPARANÁ,-25.5886,-49.6319,1976/10/27,2010/12/31,35,31.1,22,37.1
ETA - CAMPO LARGO,65029980,1,44.7,65,CAMPO LARGO,PARANÁ,ANA,-25.4594,-49.5764,2001/11/05,2006/01/31,6,9.7,2,66.7
CAMPO LARGO KM 28 - BR-277,65030000,1,44.8,65,CAMPO LARGO,PARANÁ,AGUASPARANÁ,-25.4603,-49.5742,1963/07/18,1969/03/25,7,1.7,3,57.1
MINEIROS,65030500,1,118,65,BALSA NOVA,PARANÁ,AGUASPARANÁ,-25.575,-49.6275,1976/10/01,1981/07/31,6,1.8,3,50.0
PRÓXIMO A FOZ,65034000,1,151,65,BALSA NOVA,PARANÁ,AGUASPARANÁ,-25.4653,-49.7669,1977/02/15,2007/08/31,31,11.2,21,32.3
PORTO AMAZONAS,65035000,1,3620,65,PORTO AMAZONAS,PARANÁ,AGUASPARANÁ,-25.5481,-49.8886,1935/08/07,2010/12/31,76,5.3,71,6.6
UHE GOV. NEY AMINTHAS PORTO AMAZONAS,65035001,1,3620,65,PORTO AMAZONAS,PARANÁ,COPEL,-25.5481,-49.8894,2003/03/01,2009/06/30,7,0.0,5,28.6
SÃO MATEUS DO SUL,65060000,1,6050,65,SÃO MATEUS DO SUL,PARANÁ,AGUASPARANÁ,-25.8758,-50.3897,1930/05/23,2014/12/31,85,0.0,84,1.2
UHE GOV. NEY AMINTHAS SÃO MATEUS DO SUL,65060001,1,6050,65,SÃO MATEUS DO SUL,PARANÁ,COPEL,-25.8756,-50.3894,2003/03/01,2009/06/30,7,0.0,5,28.6
BATEIAS DE BAIXO,65085000,1,391,65,AGUDOS DO SUL,SANTA CATARINA,ANA,-26.08,-49.2692,1941/07/23,1967/04/30,27,1.4,24,11.1
FRAGOSOS,65090000,1,803,65,PIÊN,PARANÁ,AGUASPARANÁ,-26.1547,-49.3806,1967/05/12,2010/12/31,44,9.5,35,20.5
RIO NEGRINHO MONTANTE,65093000,1,297,65,RIO NEGRINHO,SANTA CATARINA,ANA,-26.225,-49.5183,2002/08/20,2014/12/31,13,0.8,11,15.4
AVENCAL,65094500,1,960,65,MAFRA,SANTA CATARINA,ANA,-26.1975,-49.6183,1976/07/13,2014/12/31,39,3.1,33,15.4
RIO PRETO DO SUL,65095000,1,2610,65,MAFRA,SANTA CATARINA,ANA,-26.2156,-49.6036,1951/01/17,2010/06/30,60,0.0,58,3.3
RIO NEGRO,65100000,1,3450,65,RIO NEGRO,PARANÁ,COPEL,-26.1097,-49.8011,1950/01/01,2014/12/31,65,0.0,64,1.5
PCH DERIVAÇÃO DO RIO JORDÃO RIO NEGRO,65100001,1,3450,65,RIO NEGRO,PARANÁ,COPEL,-26.1097,-49.8011,2003/03/01,2009/06/30,7,0.0,5,28.6
TAPERA,65125000,1,279,65,MANDIRITUBA,PARANÁ,AGUASPARANÁ,-25.8831,-49.2331,1976/06/24,1982/05/09,7,42.0,0,100.0
SALTO BARAÇÁ,65130000,1,332,65,MANDIRITUBA,PARANÁ,AGUASPARANÁ,-25.9114,-49.2592,1956/12/28,1981/08/31,26,6.8,15,42.3
RIO DA VÁRZEA DOS LIMA,65135000,1,605,65,MANDIRITUBA,PARANÁ,ANA,-25.9344,-49.3931,1939/08/06,2014/12/31,76,0.0,75,1.3
AREIA BRANCA,65136000,1,59.8,65,MANDIRITUBA,PARANÁ,AGUASPARANÁ,-25.8653,-49.4103,1957/01/01,1957/12/31,1,4.7,0,100.0
QUITANDINHA,65136500,1,919,65,QUITANDINHA,PARANÁ,AGUASPARANÁ,-25.8703,-49.5017,1976/04/15,1983/06/30,8,1.1,5,37.5
QUITANDINHA,65136550,1,939,65,QUITANDINHA,PARANÁ,ANA,-25.855,-49.5258,1980/09/27,2011/06/30,32,0.0,30,6.2
LAPA,65137000,1,5,65,LAPA,PARANÁ,AGUASPARANÁ,-25.7919,-49.7117,1972/12/19,1975/12/31,4,0.0,3,25.0
BURITI,65154910,1,1920,65,CAMPO DO TENENTE,PARANÁ,IAPAR,-25.9831,-49.7167,1991/10/04,1993/09/30,3,10.6,0,100.0
SÃO BENTO,65155000,1,2000,65,LAPA,PARANÁ,AGUASPARANÁ,-25.9456,-49.7914,1930/05/24,2010/12/31,81,5.0,75,7.4
PCH CAVERNOSO II SÃO BENTO,65155001,1,2000,65,LAPA,PARANÁ,COPEL,-25.9439,-49.7961,2007/03/01,2009/06/30,3,0.0,1,66.7
DIVISA,65175000,1,8050,65,SÃO MATEUS DO SUL,PARANÁ,AGUASPARANÁ,-26.0914,-50.3339,1997/05/01,2010/10/31,14,61.1,3,78.6
PCH DERIVAÇÃO DO RIO JORDÃO DIVISA,65175001,1,8050,65,SÃO MATEUS DO SUL,PARANÁ,COPEL,-26.0914,-50.3339,2003/03/01,2009/06/30,7,0.0,5,28.6
SALTO CANOINHAS,65180000,1,772,65,MAJOR VIEIRA,SANTA CATARINA,ANA,-26.3722,-50.2881,1980/10/09,2014/12/31,35,0.0,34,2.9
MARCÍLIO DIAS,65181000,1,1430,65,CANOINHAS,SANTA CATARINA,ANA,-26.15,-50.3831,1976/07/11,1982/01/31,7,0.0,5,28.6
REBOUÇAS,65187950,1,555,65,REBOUÇAS,PARANÁ,ANA,-25.5975,-50.7486,2002/09/05,2008/12/31,7,8.7,4,42.9
ETA - REBOUÇAS,65188000,1,14.1,65,REBOUÇAS,PARANÁ,ANA,-25.6222,-50.6861,2004/11/01,2009/07/19,6,16.2,0,100.0
USINA RIO AZUL,65188100,1,70.9,65,RIO AZUL,PARANÁ,AGUASPARANÁ,-25.6703,-50.8086,1961/04/19,1966/12/31,6,12.4,4,33.3
BRAÇO DO POTINGA,65190000,1,379,65,SÃO MATEUS DO SUL,PARANÁ,ANA,-25.8739,-50.6606,1941/11/09,1954/10/20,14,0.0,12,14.3
PONTILHÃO,65200000,1,1930,65,SÃO MATEUS DO SUL,PARANÁ,ANA,-25.8667,-50.55,1939/04/04,1965/07/31,27,41.6,12,55.6
PONTE DO ESTIVA,65201000,1,8.6,65,SÃO MATEUS DO SUL,PARANÁ,AGUASPARANÁ,-25.7686,-50.4703,1961/05/10,1965/05/31,5,0.0,3,40.0
PONTILHÃO DO RIO POTINGA,65208000,1,2210,65,SÃO MATEUS DO SUL,PARANÁ,AGUASPARANÁ,-25.9108,-50.5256,2010/04/28,2010/04/28,1,0.0,0,100.0
PONTILHÃO,65208001,1,2210,65,SÃO MATEUS DO SUL,PARANÁ,COPEL,-25.9111,-50.5256,2003/03/01,2009/07/31,7,0.0,5,28.6
FLUVIÓPOLIS,65220000,1,18600,65,SÃO MATEUS DO SUL,PARANÁ,COPEL,-26.0192,-50.5925,1963/08/28,2014/12/31,52,0.0,51,1.9
UHE GOV. BENTO MUNHOZ FLUVIÓPOLIS,65220001,1,18600,65,SÃO MATEUS DO SUL,PARANÁ,COPEL,-26.0192,-50.5925,2003/03/01,2009/07/31,7,0.0,5,28.6
RIO CLARO DO SUL,65235000,1,465,65,MALLET,PARANÁ,ANA,-25.9558,-50.6844,1948/05/03,1966/12/31,19,0.5,18,5.3
PONTE BR-280,65240000,1,327,65,CANOINHAS,SANTA CATARINA,ANA,-26.2472,-50.495,2002/09/04,2014/12/31,13,0.0,12,7.7
FOZ DO CACHOEIRA,65260000,1,700,65,TIMBÓ GRANDE,SANTA CATARINA,COPEL,-26.5875,-50.745,1985/11/01,2010/12/31,26,16.0,19,26.9
PCH DERIVAÇÃO DO RIO JORDÃO FOZ DO CACHOEIRA,65260001,1,697,65,TIMBÓ GRANDE,SANTA CATARINA,COPEL,-26.5875,-50.7283,2003/03/01,2009/07/31,7,0.0,5,28.6
SÃO PEDRO DO TIMBÓ,65285000,1,1930,65,TIMBÓ,SANTA CATARINA,COPEL,-26.4306,-50.8444,2010/01/01,2010/08/31,1,0.0,0,100.0
SANTA CRUZ DO TIMBÓ,65295000,1,2610,65,IRINEÓPOLIS,SANTA CATARINA,COPEL,-26.3839,-50.8783,1974/08/21,2010/12/31,37,11.5,28,24.3
SANTA CRUZ DO TIMBÓ,65295001,1,2610,65,IRINEÓPOLIS,SANTA CATARINA,COPEL,-26.3839,-50.8783,2006/08/01,2009/07/31,4,0.0,2,50.0
PINTADINHO,65306000,1,198,65,PORTO UNIÃO,SANTA CATARINA,COPEL,-26.3422,-51.0558,2010/01/01,2010/12/31,1,0.0,1,0.0
UNIÃO DA VITÓRIA,65310000,1,24200,65,UNIÃO DA VITÓRIA,PARANÁ,AGUASPARANÁ,-26.2281,-51.0803,1930/05/22,2014/12/31,85,0.2,83,2.4
UHE GOV. BENTO MUNHOZ UNIÃO DA VITÓRIA,65310001,1,24200,65,UNIÃO DA VITÓRIA,PARANÁ,COPEL,-26.2281,-51.0803,2003/03/01,2009/07/31,7,0.0,5,28.6
VERMELHO BR-476,65310500,1,132,65,UNIÃO DA VITÓRIA,PARANÁ,COPEL,-26.1953,-51.0294,2010/02/10,2010/11/30,1,31.0,0,100.0
PORTO VITÓRIA (rio espingarda),65365000,1,165,65,PORTO VITÓRIA,PARANÁ,ANA,-26.1775,-51.22,1945/11/19,2014/12/31,70,0.0,68,2.9
R5 PORTO VITÓRIA,65365800,1,24900,65,PORTO VITÓRIA,PARANÁ,COPEL,-26.1653,-51.2281,2010/01/01,2010/12/31,1,0.0,1,0.0
JANGADA DO SUL,65370000,1,1010,65,GENERAL CARNEIRO,PARANÁ,AGUASPARANÁ,-26.3869,-51.2719,1945/11/24,2010/12/31,66,6.7,58,12.1
UHE GOV. BENTO MUNHOZ JANGADA DO SUL,65370001,1,1010,65,GENERAL CARNEIRO,PARANÁ,COPEL,-26.3869,-51.2719,2003/03/01,2009/07/31,7,0.0,5,28.6
PONTE JANGADA,65375000,1,980,65,GENERAL CARNEIRO,PARANÁ,AGUASPARANÁ,-26.3706,-51.8586,1958/01/01,1968/05/31,11,0.0,10,9.1
COLÔNIA AUGUSTO LOUREIRO,65385000,1,1380,65,BITURUNA,PARANÁ,AGUASPARANÁ,-26.1839,-51.2867,1955/04/01,1980/06/30,26,0.7,21,19.2
FAZENDA MARACANÃ,65415000,1,327,65,UNIÃO DA VITÓRIA,PARANÁ,AGUASPARANÁ,-26.0303,-51.1417,1945/11/16,2010/12/31,66,2.9,60,9.1
SALTO BONITO,65480000,1,197,65,BITURUNA,PARANÁ,COPEL,-26.1292,-51.3611,2010/01/01,2010/12/31,1,0.0,1,0.0
CRUZ MACHADO,65490000,1,31.7,65,CRUZ MACHADO,PARANÁ,AGUASPARANÁ,-26.0194,-51.3556,1953/07/22,1956/12/31,4,0.4,1,75.0
SALTO PALMEIRINHA,65490200,1,64.4,65,CRUZ MACHADO,PARANÁ,COPEL,-26.0408,-51.3747,2010/01/01,2010/12/31,1,0.0,1,0.0
USINA BITURUNA,65550000,1,36.5,65,BITURUNA,PARANÁ,AGUASPARANÁ,-26.1525,-51.5322,1955/03/16,1969/04/24,15,0.5,7,53.3
LINHA ENGANO,65550050,1,199,65,BITURUNA,PARANÁ,COPEL,-26.1011,-51.5208,2010/01/01,2010/12/31,1,0.0,1,0.0
FAZENDA JACUTINGA,65687000,1,137,65,BITURUNA,PARANÁ,COPEL,-26.0844,-51.6247,2010/07/29,2010/12/31,1,5.1,0,100.0
LEONÓPOLIS,65690000,1,371,65,INÁCIO MARTINS,PARANÁ,ANA,-25.6864,-51.2161,1957/06/10,1967/10/31,11,0.0,9,18.2
MADEIREIRA GAVAZONI,65764000,1,976,65,INÁCIO MARTINS,PARANÁ,COPEL,-25.8075,-51.2886,2010/01/01,2010/12/31,1,0.0,1,0.0
UHE GOV. BENTO MUNHOZ MADEIREIRA GAVAZONI,65764001,1,976,65,CRUZ MACHADO,PARANÁ,COPEL,-25.8075,-51.2886,2003/03/01,2009/07/31,7,0.0,5,28.6
LINHA SANTANA,65769500,1,379,65,CRUZ MACHADO,PARANÁ,COPEL,-25.9303,-51.3658,2010/01/01,2010/12/31,1,0.0,1,0.0
BALSA DO PINHALZINHO,65770000,1,1640,65,PINHÃO,PARANÁ,ANA,-25.9378,-51.4058,1963/08/19,1979/11/30,17,0.0,15,11.8
PIMPÃO BAIRRO CACHOEIRINHA,65771000,1,160,65,PINHÃO,PARANÁ,COPEL,-25.8767,-51.485,2010/01/01,2010/12/13,1,6.3,0,100.0
UHE GOV. BENTO MUNHOZ BARRAMENTO,65774400,1,30100,65,PINHÃO,PARANÁ,COPEL,-26.0094,-51.6647,1995/01/01,2015/06/29,21,0.1,19,9.5
UHE FOZ DO AREIA CANAL DE ADUÇÃO,65774404,1,30100,65,PINHÃO,PARANÁ,COPEL,-26.0339,-51.6697,1990/01/01,2002/12/02,13,0.0,11,15.4
UHE FOZ DO AREIA - JUSANTE,65774407,1,30100,65,BITURUNA,PARANÁ,ANA,-26.0167,-51.6667,1985/05/30,1993/12/07,9,40.6,0,100.0
